VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD2.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
1269, 264, -0.10663,  0.53613,  5.96046E-08,  1.00,  0.19685, -0.98425,  0.00,  0.00,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961
1270, 268, -0.10461,  0.52588, -0.10663,  1.00,  0.18898, -0.96063,  0.19685,  0.00,  0.69804,  0.68235,  0.20784,  0.21961,  0.69804,  0.68235,  0.20784,  0.21961,  0.69804,  0.68235,  0.20784,  0.21961,  0.69804,  0.68235,  0.20784,  0.21961,  0.69804,  0.68235,  0.20784,  0.21961,  0.69804,  0.68235,  0.20784,  0.21961
1271, 269,  0.00,  0.53613, -0.10663,  1.00,  0.00, -0.98425,  0.19685,  0.00,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961
1272, 264, -0.10663,  0.53613,  5.96046E-08,  1.00,  0.19685, -0.98425,  0.00,  0.00,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961,  0.82745,  0.68235,  0.2902,  0.21961
1273, 269,  0.00,  0.53613, -0.10663,  1.00,  0.00, -0.98425,  0.19685,  0.00,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961,  0.00,  0.00,  0.2902,  0.21961
1274, 265,  0.00,  0.54688,  5.96046E-08,  1.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.37647,  0.21961,  0.00,  0.00,  0.37647,  0.21961,  0.00,  0.00,  0.37647,  0.21961,  0.00,  0.00,  0.37647,  0.21961,  0.00,  0.00,  0.37647,  0.21961,  0.00,  0.00,  0.37647,  0.21961
1275, 266, -0.29785,  0.4458, -0.10663,  1.00,  0.54331, -0.8189,  0.19685,  0.00,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569
1276, 270, -0.19324,  0.46655, -0.20923,  1.00,  0.35433, -0.85827,  0.37795,  0.00,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569
1277, 267, -0.2052,  0.49536, -0.10663,  1.00,  0.37795, -0.90551,  0.19685,  0.00,  0.56863,  0.69804,  0.92941,  0.21569,  0.56863,  0.69804,  0.92941,  0.21569,  0.56863,  0.69804,  0.92941,  0.21569,  0.56863,  0.69804,  0.92941,  0.21569,  0.56863,  0.69804,  0.92941,  0.21569,  0.56863,  0.69804,  0.92941,  0.21569
1278, 266, -0.29785,  0.4458, -0.10663,  1.00,  0.54331, -0.8189,  0.19685,  0.00,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569
1279, 271, -0.28052,  0.41992, -0.20923,  1.00,  0.51181, -0.77165,  0.37795,  0.00,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176
1280, 270, -0.19324,  0.46655, -0.20923,  1.00,  0.35433, -0.85827,  0.37795,  0.00,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569,  0.18431,  0.69804,  0.46667,  0.21569
1281, 272, -0.37915,  0.37915, -0.10663,  1.00,  0.69291, -0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176
1282, 271, -0.28052,  0.41992, -0.20923,  1.00,  0.51181, -0.77165,  0.37795,  0.00,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176,  0.4902,  0.70588,  0.72157,  0.21176
1283, 266, -0.29785,  0.4458, -0.10663,  1.00,  0.54331, -0.8189,  0.19685,  0.00,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569
1284, 256, -0.38647,  0.38647,  5.96046E-08,  1.00,  0.70866, -0.70866,  0.00,  0.00,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176
1285, 272, -0.37915,  0.37915, -0.10663,  1.00,  0.69291, -0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176
1286, 266, -0.29785,  0.4458, -0.10663,  1.00,  0.54331, -0.8189,  0.19685,  0.00,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569,  0.76863,  0.70588,  0.13333,  0.21569
1287, 255, -0.45459,  0.30371,  5.96046E-08,  1.00,  0.83465, -0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392
1288, 272, -0.37915,  0.37915, -0.10663,  1.00,  0.69291, -0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176
1289, 256, -0.38647,  0.38647,  5.96046E-08,  1.00,  0.70866, -0.70866,  0.00,  0.00,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176,  0.18431,  0.71373,  0.18431,  0.21176
1290, 255, -0.45459,  0.30371,  5.96046E-08,  1.00,  0.83465, -0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392
1291, 273, -0.4458,  0.29785, -0.10663,  1.00,  0.8189, -0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392
1292, 272, -0.37915,  0.37915, -0.10663,  1.00,  0.69291, -0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176,  0.06667,  0.71373,  0.06667,  0.21176
1293, 254, -0.50488,  0.20923,  5.96046E-08,  1.00,  0.92126, -0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608
1294, 273, -0.4458,  0.29785, -0.10663,  1.00,  0.8189, -0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392
1295, 255, -0.45459,  0.30371,  5.96046E-08,  1.00,  0.83465, -0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392,  0.27451,  0.71765,  0.86275,  0.20392
1296, 254, -0.50488,  0.20923,  5.96046E-08,  1.00,  0.92126, -0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608
1297, 274, -0.49536,  0.2052, -0.10663,  1.00,  0.90551, -0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608
1298, 273, -0.4458,  0.29785, -0.10663,  1.00,  0.8189, -0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392,  0.13333,  0.71765,  0.76863,  0.20392
1299, 253, -0.53613,  0.10663,  5.96046E-08,  1.00,  0.98425, -0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039
1300, 274, -0.49536,  0.2052, -0.10663,  1.00,  0.90551, -0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608
1301, 254, -0.50488,  0.20923,  5.96046E-08,  1.00,  0.92126, -0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608,  0.03922,  0.72157,  0.69804,  0.19608
1302, 253, -0.53613,  0.10663,  5.96046E-08,  1.00,  0.98425, -0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039
1303, 275, -0.52588,  0.10461, -0.10663,  1.00,  0.96063, -0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039
1304, 274, -0.49536,  0.2052, -0.10663,  1.00,  0.90551, -0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608,  0.92941,  0.71765,  0.56863,  0.19608
1305, 252, -0.54688,  8.94070E-07,  5.96046E-08,  1.00,  1.00,  0.00,  0.00,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00
1306, 275, -0.52588,  0.10461, -0.10663,  1.00,  0.96063, -0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039
1307, 253, -0.53613,  0.10663,  5.96046E-08,  1.00,  0.98425, -0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039,  0.2902,  0.72157,  0.82745,  0.18039
1308, 252, -0.54688,  8.94070E-07,  5.96046E-08,  1.00,  1.00,  0.00,  0.00,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00
1309, 276, -0.53613,  8.34465E-07, -0.10663,  1.00,  0.98425,  0.00,  0.19685,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00
1310, 275, -0.52588,  0.10461, -0.10663,  1.00,  0.96063, -0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039,  0.20784,  0.72157,  0.69804,  0.18039
1311, 251, -0.53613, -0.10663,  5.96046E-08,  1.00,  0.98425,  0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235
1312, 276, -0.53613,  8.34465E-07, -0.10663,  1.00,  0.98425,  0.00,  0.19685,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00
1313, 252, -0.54688,  8.94070E-07,  5.96046E-08,  1.00,  1.00,  0.00,  0.00,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00,  0.37647,  0.72157,  0.05882,  0.00
1314, 251, -0.53613, -0.10663,  5.96046E-08,  1.00,  0.98425,  0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235
1315, 277, -0.52588, -0.10461, -0.10663,  1.00,  0.96063,  0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235
1316, 276, -0.53613,  8.34465E-07, -0.10663,  1.00,  0.98425,  0.00,  0.19685,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00,  0.2902,  0.72157,  0.0549,  0.00
1317, 250, -0.50488, -0.20923,  5.96046E-08,  1.00,  0.92126,  0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804
1318, 277, -0.52588, -0.10461, -0.10663,  1.00,  0.96063,  0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235
1319, 251, -0.53613, -0.10663,  5.96046E-08,  1.00,  0.98425,  0.19685,  0.00,  0.00,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235,  0.2902,  0.72157,  0.82745,  0.68235
1320, 250, -0.50488, -0.20923,  5.96046E-08,  1.00,  0.92126,  0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804
1321, 278, -0.49536, -0.2052, -0.10663,  1.00,  0.90551,  0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804
1322, 277, -0.52588, -0.10461, -0.10663,  1.00,  0.96063,  0.18898,  0.19685,  0.00,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235,  0.20784,  0.72157,  0.69804,  0.68235
1323, 249, -0.45459, -0.30371,  5.96046E-08,  1.00,  0.83465,  0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588
1324, 278, -0.49536, -0.2052, -0.10663,  1.00,  0.90551,  0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804
1325, 250, -0.50488, -0.20923,  5.96046E-08,  1.00,  0.92126,  0.38583,  0.00,  0.00,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804,  0.03922,  0.72157,  0.69804,  0.69804
1326, 249, -0.45459, -0.30371,  5.96046E-08,  1.00,  0.83465,  0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588
1327, 279, -0.4458, -0.29785, -0.10663,  1.00,  0.8189,  0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588
1328, 278, -0.49536, -0.2052, -0.10663,  1.00,  0.90551,  0.37795,  0.19685,  0.00,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804,  0.92941,  0.71765,  0.56863,  0.69804
1329, 248, -0.38647, -0.38647,  5.96046E-08,  1.00,  0.70866,  0.70866,  0.00,  0.00,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373
1330, 279, -0.4458, -0.29785, -0.10663,  1.00,  0.8189,  0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588
1331, 249, -0.45459, -0.30371,  5.96046E-08,  1.00,  0.83465,  0.55906,  0.00,  0.00,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588
1332, 248, -0.38647, -0.38647,  5.96046E-08,  1.00,  0.70866,  0.70866,  0.00,  0.00,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373
1333, 280, -0.37915, -0.37915, -0.10663,  1.00,  0.69291,  0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373
1334, 279, -0.4458, -0.29785, -0.10663,  1.00,  0.8189,  0.54331,  0.19685,  0.00,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588,  0.13333,  0.71765,  0.76863,  0.70588
1335, 247, -0.30371, -0.45459,  5.96046E-08,  1.00,  0.55906,  0.83465,  0.00,  0.00,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765,  0.86275,  0.70588,  0.27451,  0.71765
1336, 280, -0.37915, -0.37915, -0.10663,  1.00,  0.69291,  0.69291,  0.19685,  0.00,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373,  0.06667,  0.71373
1337, 248, -0.38647, -0.38647,  5.96046E-08,  1.00,  0.70866,  0.70866,  0.00,  0.00,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373,  0.18431,  0.71373
