VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
1577,286,0.20923,-0.50488,5.96E-08,1,-0.38583,0.92126,0,0,1,1,1,1,0.4375,0.5,0.31421,0.03815,0.31421,0.03815,-0.92126,-0.38583,0,1
1578,286,0.20923,-0.50488,5.96E-08,1,-0.38583,0.92126,0,0,1,1,1,1,0.4375,0.5,0.31421,0.03815,0.31421,0.03815,-0.92126,-0.38583,0,1
1579,322,0.2052,-0.49536,-0.10663,1,-0.37795,0.90551,0.19685,0,1,1,1,1,0.4375,0.4375,0.33472,0.09778,0.33472,0.09778,-0.92126,-0.38583,0,1
1580,323,0.10461,-0.52588,-0.10663,1,-0.18898,0.96063,0.19685,0,1,1,1,1,0.46875,0.4375,0.4165,0.073,0.4165,0.073,-0.98425,-0.19685,0,1
1581,286,0.20923,-0.50488,5.96E-08,1,-0.38583,0.92126,0,0,1,1,1,1,0.4375,0.5,0.31421,0.03815,0.31421,0.03815,-0.92126,-0.38583,0,1
1582,323,0.10461,-0.52588,-0.10663,1,-0.18898,0.96063,0.19685,0,1,1,1,1,0.46875,0.4375,0.4165,0.073,0.4165,0.073,-0.98425,-0.19685,0,1
1583,285,0.10663,-0.53613,5.96E-08,1,-0.19685,0.98425,0,0,1,1,1,1,0.46875,0.5,0.40796,0.00969,0.40796,0.00969,-0.98425,-0.19685,0,1
1584,285,0.10663,-0.53613,5.96E-08,1,-0.19685,0.98425,0,0,1,1,1,1,0.46875,0.5,0.40796,0.00969,0.40796,0.00969,-0.98425,-0.19685,0,1
1585,323,0.10461,-0.52588,-0.10663,1,-0.18898,0.96063,0.19685,0,1,1,1,1,0.46875,0.4375,0.4165,0.073,0.4165,0.073,-0.98425,-0.19685,0,1
1586,284,-5.36E-07,-0.53613,-0.10663,1,0,0.98425,0.19685,0,1,1,1,1,0.5,0.4375,0.50146,0.06464,0.50146,0.06464,-1,0,0,1
1587,316,0.52588,0.10461,-0.10663,1,-0.96063,-0.18898,0.19685,0,1,1,1,1,0.21875,0.4375,0.0744,0.58496,0.0744,0.58496,0.19685,-0.98425,0,1
1588,324,0.50488,-1.79E-07,-0.20923,1,-0.92126,0,0.37795,0,1,1,1,1,0.25,0.375,0.12421,0.5,0.12421,0.5,0,-1,0,1
1589,315,0.53613,-1.79E-07,-0.10663,1,-0.98425,0,0.19685,0,1,1,1,1,0.25,0.4375,0.06604,0.5,0.06604,0.5,0,-1,0,1
1590,316,0.52588,0.10461,-0.10663,1,-0.96063,-0.18898,0.19685,0,1,1,1,1,0.21875,0.4375,0.0744,0.58496,0.0744,0.58496,0.19685,-0.98425,0,1
1591,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1592,324,0.50488,-1.79E-07,-0.20923,1,-0.92126,0,0.37795,0,1,1,1,1,0.25,0.375,0.12421,0.5,0.12421,0.5,0,-1,0,1
1593,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1594,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1595,316,0.52588,0.10461,-0.10663,1,-0.96063,-0.18898,0.19685,0,1,1,1,1,0.21875,0.4375,0.0744,0.58496,0.0744,0.58496,0.19685,-0.98425,0,1
1596,307,0.50488,0.20923,5.96E-08,1,-0.92126,-0.38583,0,0,1,1,1,1,0.1875,0.5,0.04358,0.69141,0.04358,0.69141,0.38583,-0.92126,0,1
1597,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1598,316,0.52588,0.10461,-0.10663,1,-0.96063,-0.18898,0.19685,0,1,1,1,1,0.21875,0.4375,0.0744,0.58496,0.0744,0.58496,0.19685,-0.98425,0,1
1599,306,0.45459,0.30371,5.96E-08,1,-0.83465,-0.55906,0,0,1,1,1,1,0.15625,0.5,0.08978,0.77783,0.08978,0.77783,0.55906,-0.83465,0,1
1600,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1601,307,0.50488,0.20923,5.96E-08,1,-0.92126,-0.38583,0,0,1,1,1,1,0.1875,0.5,0.04358,0.69141,0.04358,0.69141,0.38583,-0.92126,0,1
1602,306,0.45459,0.30371,5.96E-08,1,-0.83465,-0.55906,0,0,1,1,1,1,0.15625,0.5,0.08978,0.77783,0.08978,0.77783,0.55906,-0.83465,0,1
1603,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1604,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1605,305,0.38647,0.38647,5.96E-08,1,-0.70866,-0.70866,0,0,1,1,1,1,0.125,0.5,0.15198,0.85352,0.15198,0.85352,0.70866,-0.70866,0,1
1606,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1607,306,0.45459,0.30371,5.96E-08,1,-0.83465,-0.55906,0,0,1,1,1,1,0.15625,0.5,0.08978,0.77783,0.08978,0.77783,0.55906,-0.83465,0,1
1608,305,0.38647,0.38647,5.96E-08,1,-0.70866,-0.70866,0,0,1,1,1,1,0.125,0.5,0.15198,0.85352,0.15198,0.85352,0.70866,-0.70866,0,1
1609,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1610,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1611,304,0.30371,0.45459,5.96E-08,1,-0.55906,-0.83465,0,0,1,1,1,1,0.09375,0.5,0.22766,0.91553,0.22766,0.91553,0.83465,-0.55906,0,1
1612,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1613,305,0.38647,0.38647,5.96E-08,1,-0.70866,-0.70866,0,0,1,1,1,1,0.125,0.5,0.15198,0.85352,0.15198,0.85352,0.70866,-0.70866,0,1
1614,304,0.30371,0.45459,5.96E-08,1,-0.55906,-0.83465,0,0,1,1,1,1,0.09375,0.5,0.22766,0.91553,0.22766,0.91553,0.83465,-0.55906,0,1
1615,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1616,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1617,303,0.20923,0.50488,5.96E-08,1,-0.38583,-0.92126,0,0,1,1,1,1,0.0625,0.5,0.31421,0.96191,0.31421,0.96191,0.92126,-0.38583,0,1
1618,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1619,304,0.30371,0.45459,5.96E-08,1,-0.55906,-0.83465,0,0,1,1,1,1,0.09375,0.5,0.22766,0.91553,0.22766,0.91553,0.83465,-0.55906,0,1
1620,303,0.20923,0.50488,5.96E-08,1,-0.38583,-0.92126,0,0,1,1,1,1,0.0625,0.5,0.31421,0.96191,0.31421,0.96191,0.92126,-0.38583,0,1
1621,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1622,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1623,301,0.10663,0.53613,5.96E-08,1,-0.19685,-0.98425,0,0,1,1,1,1,0.03125,0.5,0.40796,0.99023,0.40796,0.99023,0.98425,-0.19685,0,1
1624,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1625,303,0.20923,0.50488,5.96E-08,1,-0.38583,-0.92126,0,0,1,1,1,1,0.0625,0.5,0.31421,0.96191,0.31421,0.96191,0.92126,-0.38583,0,1
1626,301,0.10663,0.53613,5.96E-08,1,-0.19685,-0.98425,0,0,1,1,1,1,0.03125,0.5,0.40796,0.99023,0.40796,0.99023,0.98425,-0.19685,0,1
1627,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1628,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1629,302,0,0.54688,5.96E-08,1,0,-1,0,0,1,1,1,1,0,0.5,0.50537,1,0.50537,1,1,0,0,1
1630,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1631,301,0.10663,0.53613,5.96E-08,1,-0.19685,-0.98425,0,0,1,1,1,1,0.03125,0.5,0.40796,0.99023,0.40796,0.99023,0.98425,-0.19685,0,1
1632,302,0,0.54688,5.96E-08,1,0,-1,0,0,1,1,1,1,0,0.5,0.50537,1,0.50537,1,1,0,0,1
1633,332,0,0.53613,-0.10663,1,0,-0.98425,0.19685,0,1,1,1,1,0,0.4375,0.50146,0.93555,0.50146,0.93555,1,0,-0.01575,1
1634,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1635,332,0,0.53613,-0.10663,1,0,-0.98425,0.19685,0,1,1,1,1,0,0.4375,0.50146,0.93555,0.50146,0.93555,1,0,-0.01575,1
1636,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1637,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1638,332,0,0.53613,-0.10663,1,0,-0.98425,0.19685,0,1,1,1,1,0,0.4375,0.50146,0.93555,0.50146,0.93555,1,0,-0.01575,1
1639,334,0,0.50488,-0.20923,1,0,-0.92126,0.37795,0,1,1,1,1,0,0.375,0.50146,0.87744,0.50146,0.87744,1,-0.01575,-0.0315,1
1640,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1641,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1642,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1643,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1644,331,0.10461,0.52588,-0.10663,1,-0.18898,-0.96063,0.19685,0,1,1,1,1,0.03125,0.4375,0.4165,0.92725,0.4165,0.92725,0.98425,-0.19685,0,1
1645,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1646,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1647,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1648,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1649,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1650,330,0.2052,0.49536,-0.10663,1,-0.37795,-0.90551,0.19685,0,1,1,1,1,0.0625,0.4375,0.33472,0.90234,0.33472,0.90234,0.92126,-0.38583,0,1
1651,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1652,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1653,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1654,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1655,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1656,329,0.29785,0.4458,-0.10663,1,-0.54331,-0.8189,0.19685,0,1,1,1,1,0.09375,0.4375,0.25952,0.86182,0.25952,0.86182,0.83465,-0.55906,0,1
1657,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1658,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1659,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1660,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1661,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1662,328,0.37915,0.37915,-0.10663,1,-0.69291,-0.69291,0.19685,0,1,1,1,1,0.125,0.4375,0.1936,0.80762,0.1936,0.80762,0.70866,-0.70866,0,1
1663,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1664,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1665,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1666,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1667,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1668,327,0.4458,0.29785,-0.10663,1,-0.8189,-0.54331,0.19685,0,1,1,1,1,0.15625,0.4375,0.1394,0.7417,0.1394,0.7417,0.55906,-0.83465,0,1
1669,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1670,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1671,326,0.49536,0.2052,-0.10663,1,-0.90551,-0.37795,0.19685,0,1,1,1,1,0.1875,0.4375,0.09918,0.6665,0.09918,0.6665,0.38583,-0.92126,0,1
1672,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1673,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1674,334,0,0.50488,-0.20923,1,0,-0.92126,0.37795,0,1,1,1,1,0,0.375,0.50146,0.87744,0.50146,0.87744,1,-0.01575,-0.0315,1
1675,340,0.08868,0.4458,-0.30371,1,-0.16535,-0.8189,0.55118,0,1,1,1,1,0.03125,0.3125,0.43896,0.81348,0.43896,0.81348,0.98425,-0.19685,0,1
1676,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1677,334,0,0.50488,-0.20923,1,0,-0.92126,0.37795,0,1,1,1,1,0,0.375,0.50146,0.87744,0.50146,0.87744,1,-0.01575,-0.0315,1
1678,341,0,0.45459,-0.30371,1,0,-0.83465,0.55118,0,1,1,1,1,0,0.3125,0.50146,0.81982,0.50146,0.81982,1,-0.0315,-0.04724,1
1679,340,0.08868,0.4458,-0.30371,1,-0.16535,-0.8189,0.55118,0,1,1,1,1,0.03125,0.3125,0.43896,0.81348,0.43896,0.81348,0.98425,-0.19685,0,1
1680,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1681,340,0.08868,0.4458,-0.30371,1,-0.16535,-0.8189,0.55118,0,1,1,1,1,0.03125,0.3125,0.43896,0.81348,0.43896,0.81348,0.98425,-0.19685,0,1
1682,342,0.17395,0.41992,-0.30371,1,-0.32283,-0.77165,0.55118,0,1,1,1,1,0.0625,0.3125,0.37915,0.79541,0.37915,0.79541,0.92126,-0.38583,0,1
1683,333,0.09851,0.49536,-0.20923,1,-0.1811,-0.90551,0.37795,0,1,1,1,1,0.03125,0.375,0.42773,0.87012,0.42773,0.87012,0.98425,-0.19685,0,1
1684,342,0.17395,0.41992,-0.30371,1,-0.32283,-0.77165,0.55118,0,1,1,1,1,0.0625,0.3125,0.37915,0.79541,0.37915,0.79541,0.92126,-0.38583,0,1
1685,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1686,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1687,342,0.17395,0.41992,-0.30371,1,-0.32283,-0.77165,0.55118,0,1,1,1,1,0.0625,0.3125,0.37915,0.79541,0.37915,0.79541,0.92126,-0.38583,0,1
1688,343,0.25244,0.37793,-0.30371,1,-0.46457,-0.69291,0.55118,0,1,1,1,1,0.09375,0.3125,0.32373,0.76563,0.32373,0.76563,0.83465,-0.55906,0,1
1689,335,0.19324,0.46655,-0.20923,1,-0.35433,-0.85827,0.37795,0,1,1,1,1,0.0625,0.375,0.35693,0.84863,0.35693,0.84863,0.92126,-0.38583,0,1
1690,343,0.25244,0.37793,-0.30371,1,-0.46457,-0.69291,0.55118,0,1,1,1,1,0.09375,0.3125,0.32373,0.76563,0.32373,0.76563,0.83465,-0.55906,0,1
1691,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1692,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1693,343,0.25244,0.37793,-0.30371,1,-0.46457,-0.69291,0.55118,0,1,1,1,1,0.09375,0.3125,0.32373,0.76563,0.32373,0.76563,0.83465,-0.55906,0,1
1694,344,0.32153,0.32153,-0.30371,1,-0.59055,-0.59055,0.55118,0,1,1,1,1,0.125,0.3125,0.27539,0.72607,0.27539,0.72607,0.70866,-0.70866,0,1
1695,336,0.28052,0.41992,-0.20923,1,-0.51181,-0.77165,0.37795,0,1,1,1,1,0.09375,0.375,0.29175,0.81348,0.29175,0.81348,0.83465,-0.55906,0,1
1696,344,0.32153,0.32153,-0.30371,1,-0.59055,-0.59055,0.55118,0,1,1,1,1,0.125,0.3125,0.27539,0.72607,0.27539,0.72607,0.70866,-0.70866,0,1
1697,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1698,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1699,344,0.32153,0.32153,-0.30371,1,-0.59055,-0.59055,0.55118,0,1,1,1,1,0.125,0.3125,0.27539,0.72607,0.27539,0.72607,0.70866,-0.70866,0,1
1700,345,0.37793,0.25244,-0.30371,1,-0.69291,-0.46457,0.55118,0,1,1,1,1,0.15625,0.3125,0.2356,0.67773,0.2356,0.67773,0.55906,-0.83465,0,1
1701,337,0.35718,0.35718,-0.20923,1,-0.65354,-0.65354,0.37795,0,1,1,1,1,0.125,0.375,0.23462,0.7666,0.23462,0.7666,0.70866,-0.70866,0,1
1702,345,0.37793,0.25244,-0.30371,1,-0.69291,-0.46457,0.55118,0,1,1,1,1,0.15625,0.3125,0.2356,0.67773,0.2356,0.67773,0.55906,-0.83465,0,1
1703,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1704,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1705,345,0.37793,0.25244,-0.30371,1,-0.69291,-0.46457,0.55118,0,1,1,1,1,0.15625,0.3125,0.2356,0.67773,0.2356,0.67773,0.55906,-0.83465,0,1
1706,346,0.41992,0.17395,-0.30371,1,-0.77165,-0.32283,0.55118,0,1,1,1,1,0.1875,0.3125,0.20605,0.62256,0.20605,0.62256,0.38583,-0.92126,0,1
1707,338,0.41992,0.28052,-0.20923,1,-0.77165,-0.51181,0.37795,0,1,1,1,1,0.15625,0.375,0.18774,0.70947,0.18774,0.70947,0.55906,-0.83465,0,1
1708,346,0.41992,0.17395,-0.30371,1,-0.77165,-0.32283,0.55118,0,1,1,1,1,0.1875,0.3125,0.20605,0.62256,0.20605,0.62256,0.38583,-0.92126,0,1
1709,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1710,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1711,346,0.41992,0.17395,-0.30371,1,-0.77165,-0.32283,0.55118,0,1,1,1,1,0.1875,0.3125,0.20605,0.62256,0.20605,0.62256,0.38583,-0.92126,0,1
1712,347,0.4458,0.08868,-0.30371,1,-0.8189,-0.16535,0.55118,0,1,1,1,1,0.21875,0.3125,0.18787,0.5625,0.18787,0.5625,0.19685,-0.98425,0,1
1713,339,0.46655,0.19324,-0.20923,1,-0.85827,-0.35433,0.37795,0,1,1,1,1,0.1875,0.375,0.15295,0.64453,0.15295,0.64453,0.38583,-0.92126,0,1
1714,347,0.4458,0.08868,-0.30371,1,-0.8189,-0.16535,0.55118,0,1,1,1,1,0.21875,0.3125,0.18787,0.5625,0.18787,0.5625,0.19685,-0.98425,0,1
1715,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1716,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1717,347,0.4458,0.08868,-0.30371,1,-0.8189,-0.16535,0.55118,0,1,1,1,1,0.21875,0.3125,0.18787,0.5625,0.18787,0.5625,0.19685,-0.98425,0,1
1718,348,0.45459,-1.19E-07,-0.30371,1,-0.83465,0,0.55118,0,1,1,1,1,0.25,0.3125,0.18176,0.5,0.18176,0.5,0,-1,0,1
1719,325,0.49536,0.09851,-0.20923,1,-0.90551,-0.1811,0.37795,0,1,1,1,1,0.21875,0.375,0.13147,0.57373,0.13147,0.57373,0.19685,-0.98425,0,1
1720,348,0.45459,-1.19E-07,-0.30371,1,-0.83465,0,0.55118,0,1,1,1,1,0.25,0.3125,0.18176,0.5,0.18176,0.5,0,-1,0,1
1721,324,0.50488,-1.79E-07,-0.20923,1,-0.92126,0,0.37795,0,1,1,1,1,0.25,0.375,0.12421,0.5,0.12421,0.5,0,-1,0,1
1722,324,0.50488,-1.79E-07,-0.20923,1,-0.92126,0,0.37795,0,1,1,1,1,0.25,0.375,0.12421,0.5,0.12421,0.5,0,-1,0,1
1723,348,0.45459,-1.19E-07,-0.30371,1,-0.83465,0,0.55118,0,1,1,1,1,0.25,0.3125,0.18176,0.5,0.18176,0.5,0,-1,0,1
1724,349,0.4458,-0.08868,-0.30371,1,-0.8189,0.16535,0.55118,0,1,1,1,1,0.28125,0.3125,0.18787,0.43774,0.18787,0.43774,-0.19685,-0.98425,0,1
1725,324,0.50488,-1.79E-07,-0.20923,1,-0.92126,0,0.37795,0,1,1,1,1,0.25,0.375,0.12421,0.5,0.12421,0.5,0,-1,0,1
